Graph#,dirname,filename,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
675,dog_sexual_unweighted,dog_pal_sexual_network_2009.graphml,Mammalia,Canis,familiaris ,FE_mating,fluid exchange occurs,unweighted,"West Bengal, India",free-ranging,mark recapture,2 years,N/A,focal follow/ad libitum,"sex, group, age class, number of courting associations",FALSE,2,12,13,0.197,3,2.167,0.687,0.317,-0.301,nan,nan,nan,nan,nan,nan,nan,-0.182,0.036,0.036,0.118181818,0.036,0.046,0.127272727,0,0,0,0.208,0.375,0.555,0.384556222,2,3,4,"Pal, S. K. 2011. Mating System of Free-Ranging Dogs (Canis familiaris). Int. J. Zool. e314216."
676,dog_sexual_weighted,dog_cafazzo_sexual_network.graphml,Mammalia,Canis,familiaris ,FE_mating,fluid exchange occurs,frequency,"Rome, Italy",free-ranging,mark recapture,1 year,N/A,focal follow/ad libitum,"sex, age class, pack membership, full oestrous period, rank, leadership score, mating partners, mating success, denning site location",FALSE,4,18,14,0.092,4,1.556,0.762,0.49,2.018,2.111,1.523,0.721,1.357,0.811,0.598,7,-0.16,0.024,0.03,0.095588235,0.024,0.03,0.095588235,0,0,0,0.292,0.625,0.467,0.285632676,3,2.333333333,4,"Cafazzo, S., R. Bonanni, P. Valsecchi, and E. Natoli. 2014. Social Variables Affecting Mate Preferences, Copulation and Reproductive Outcome in a Pack of Free-Ranging Dogs. PLoS ONE 9"
677,mandrill_sexual_weighted,mandrill_wickings_sexual_network.graphml,Mammalia,Mandrillus,sphinx,FE_mating,fluid exchange occurs,frequency,Gabon,captive,captive observation,3 years,N/A,2 hours,"sex, male fatted status, age, body weighted, volume of left testis, male plasma testosterone, male rank",TRUE,1,16,20,0.167,12,2.5,2.646,1.058,3.504,4.625,6.193,1.339,1.85,0.91,0.492,28,-0.625,0.079,0.201,0.842857143,0.094,0.189,0.771428571,0,0,0,0.281,0.681,0.413,0.6,4,4,4,"Wickings, E. J., T. Bossi, and A. F. Dixson. 1993. Reproductive success in the mandrill, Mandrillus sphinx: correlations of male dominance and mating success with paternity, as determined by DNA fingerprinting. J. Zool. 231:563_574."
678,waterstrider_sexual_weighted,waterstrider_montigillio_sexual_network_group1.graphml,Insecta,Aquarius,remigis ,FE_mating,fluid exchange occurs,duration,"California, USA",captive,captive observation,2 months,N/A,9 hours,"sex, activity, length, male width, male aggression",TRUE,1,50,133,0.109,11,5.32,1.859,0.349,0.412,17.12,6.86,0.401,3.218,2.811,0.874,31,0.062,0.034,0.025,0.132465425,0.049,0.053,0.218441061,0,0,0,0.305,0.786,0.388,0.518796992,5,10,6,"Montiglio, P.-O., T. W. Wey, A. T. Chang, S. Fogarty, and A. Sih. 2016. Multiple mating reveals complex patterns of assortative mating by personality and body size. J. Anim. Ecol. 85:125_135."
679,waterstrider_sexual_weighted,waterstrider_montigillio_sexual_network_group2.graphml,Insecta,Aquarius,remigis ,FE_mating,fluid exchange occurs,duration,"California, USA",captive,captive observation,2 months,N/A,9 hours,"sex, activity, length, male width, male aggression",FALSE,2,52,107,0.081,8,4.115,2.035,0.495,-0.122,11.654,7.437,0.638,2.832,2.534,0.895,26,0.072,0.038,0.034,0.119119677,0.051,0.057,0.215371304,0,0,0,0.373,0.835,0.447,0.532760071,7,7.142857143,7,"Montiglio, P.-O., T. W. Wey, A. T. Chang, S. Fogarty, and A. Sih. 2016. Multiple mating reveals complex patterns of assortative mating by personality and body size. J. Anim. Ecol. 85:125_135."
680,waterstrider_sexual_weighted,waterstrider_montigillio_sexual_network_group3.graphml,Insecta,Aquarius,remigis ,FE_mating,fluid exchange occurs,duration,"California, USA",captive,captive observation,2 months,N/A,9 hours,"sex, activity, length, male width, male aggression",TRUE,1,49,98,0.083,9,4,1.852,0.463,0.78,15.265,8.682,0.569,3.816,3.578,0.938,35,-0.27,0.041,0.041,0.167424506,0.063,0.086,0.372646488,0,0,0,0.395,0.803,0.492,0.591836735,6,8.166666667,6,"Montiglio, P.-O., T. W. Wey, A. T. Chang, S. Fogarty, and A. Sih. 2016. Multiple mating reveals complex patterns of assortative mating by personality and body size. J. Anim. Ecol. 85:125_135."
681,waterstrider_sexual_weighted,waterstrider_montigillio_sexual_network_group4.graphml,Insecta,Aquarius,remigis ,FE_mating,fluid exchange occurs,duration,"California, USA",captive,captive observation,2 months,N/A,9 hours,"sex, activity, length, male width, male aggression",TRUE,1,46,85,0.082,9,3.696,1.887,0.511,0.659,17.826,9.281,0.521,4.824,4.535,0.94,33,-0.275,0.049,0.043,0.18932724,0.067,0.086,0.346700337,0,0,0,0.406,0.77,0.527,0.635234331,5,9.2,7,"Montiglio, P.-O., T. W. Wey, A. T. Chang, S. Fogarty, and A. Sih. 2016. Multiple mating reveals complex patterns of assortative mating by personality and body size. J. Anim. Ecol. 85:125_135."
682,waterstrider_sexual_weighted,waterstrider_montigillio_sexual_network_group5.graphml,Insecta,Aquarius,remigis ,FE_mating,fluid exchange occurs,duration,"California, USA",captive,captive observation,7 days,N/A,9 hours,"sex, activity, length, male width, male aggression",FALSE,2,62,123,0.065,11,3.968,2.462,0.62,0.679,10.516,8.572,0.815,2.65,2.799,1.056,35,-0.069,0.033,0.038,0.188034451,0.041,0.052,0.197915691,0,0,0,0.403,0.813,0.496,0.585327784,6,10,7,"Montiglio, P.-O., T. W. Wey, A. T. Chang, S. Fogarty, and A. Sih. 2016. Multiple mating reveals complex patterns of assortative mating by personality and body size. J. Anim. Ecol. 85:125_135."
683,waterstrider_sexual_weighted,waterstrider_montigillio_sexual_network_group6.graphml,Insecta,Aquarius,remigis ,FE_mating,fluid exchange occurs,duration,"California, USA",captive,captive observation,7 days,N/A,9 hours,"sex, activity, length, male width, male aggression",TRUE,1,61,139,0.076,9,4.557,2.564,0.563,0.032,13.213,9.156,0.693,2.899,2.914,1.005,35,-0.133,0.034,0.033,0.123629673,0.044,0.061,0.241094969,0,0,0,0.368,0.829,0.444,0.53961299,6,10.16666667,7,"Montiglio, P.-O., T. W. Wey, A. T. Chang, S. Fogarty, and A. Sih. 2016. Multiple mating reveals complex patterns of assortative mating by personality and body size. J. Anim. Ecol. 85:125_135."
684,waterstrider_sexual_weighted,waterstrider_montigillio_sexual_network_group7.graphml,Insecta,Aquarius,remigis ,FE_mating,fluid exchange occurs,duration,"California, USA",captive,captive observation,7 days,N/A,9 hours,"sex, activity, length, male width, male aggression",FALSE,3,63,99,0.051,10,3.143,2.217,0.705,1.26,10.73,8.667,0.808,3.414,2.975,0.871,34,-0.139,0.035,0.046,0.201122868,0.043,0.061,0.271990129,0,0,0,0.459,0.83,0.553,0.61613361,6,9.833333333,8,"Montiglio, P.-O., T. W. Wey, A. T. Chang, S. Fogarty, and A. Sih. 2016. Multiple mating reveals complex patterns of assortative mating by personality and body size. J. Anim. Ecol. 85:125_135."
685,waterstrider_sexual_weighted,waterstrider_montigillio_sexual_network_group8.graphml,Insecta,Aquarius,remigis ,FE_mating,fluid exchange occurs,duration,"California, USA",captive,captive observation,7 days,N/A,9 hours,"sex, activity, length, male width, male aggression",FALSE,3,60,116,0.066,11,3.867,2.37,0.613,0.846,16.367,11.454,0.7,4.233,4.457,1.053,41,-0.033,0.032,0.039,0.176006423,0.04,0.066,0.390005845,0,0,0,0.416,0.784,0.531,0.620636152,5,11.2,7,"Montiglio, P.-O., T. W. Wey, A. T. Chang, S. Fogarty, and A. Sih. 2016. Multiple mating reveals complex patterns of assortative mating by personality and body size. J. Anim. Ecol. 85:125_135."
686,macaque_sexual_unweighted,macaque_overduindevries_sexual_network.graphml,Mammalia,Macaca,fascicularis,FE_mating,fluid exchange occurs,unweighted,Netherlands,captive,captive observation,53 days,N/A,2 hours,"sex, age, female rank, male rank, female reproductive,  status, male origin, female hormonal implant, female solicitations, male solicitations",TRUE,1,13,16,0.205,6,2.462,1.55,0.63,1.36,nan,nan,nan,nan,nan,nan,nan,-0.451,0.119,0.169,0.547979798,0.119,0.16,0.507575758,0,0,0,0.32,0.695,0.46,0.624882834,4,3.25,5,"Overduin-de Vries, A. M., C. U. Olesen, H. de Vries, B. M. Spruijt, and E. H. M. Sterck. 2013. Sneak copulations in long-tailed macaques (Macaca fascicularis. Behav. Ecol. Sociobiol. 67:101_111."
687,cuttlefish_sexual_weighted,cuttlefish_naud_sexual_network.graphml,Cephalapoda,Sepia,apama ,NFE_mating,"body to body contact, no fluid exchange",unweighted,South Austrailia,free-ranging,mark recapture,3 months,N/A,focal follow/ad libitum,sex,FALSE,28,53,38,0.018,3,0.943,0.684,0.725,0.453,1.472,1.5,1.019,1.56,1.023,0.656,6,-0.092,0,0.001,0.004524887,0,0.001,0.004524887,0,0,0,0.26,0.66,0.394,0.120050421,3,2,5,"Naud, M.-J., R. T. Hanlon, K. C. Hall, P. W. Shaw, and J. N. Havenhand. 2004. Behavioural and genetic assessment of reproductive success in a spawning aggregation of the Australian giant cuttlefish, Sepia apama. Anim. Behav. 67:1043_1050."
688,snipe_sexual_weighted,snipe_fiske_sexual_network_1990.graphml,Aves,Gallinago,media,FE_mating,fluid exchange occurs,frequency,"Gavalia, Norway",free-ranging,mark recapture,7 weeks,N/A,N/A,sex,FALSE,5,12,7,0.106,2,1.167,0.373,0.32,2.332,1.167,0.373,0.32,1,0,0,2,0.3,0.006,0.014,0.036363636,0.006,0.014,0.036363636,0,0,0,0.167,0.5,0.334,0.285632676,2,2,3,"Fiske, P., and J. A. K_l_s. 1995. Mate sampling and copulation behaviour of great snipe females. Anim. Behav. 49:209_219."
689,snipe_sexual_weighted,snipe_fiske_sexual_network_1991.graphml,Aves,Gallinago,media,FE_mating,fluid exchange occurs,frequency,"Gavalia, Norway",free-ranging,mark recapture,7 weeks,N/A,N/A,sex,FALSE,7,14,7,0.077,1,1,0,0,NA,1.286,0.7,0.544,1.286,0.7,0.544,3,nan,0,0,0,0,0,0,0,0,0,0,0,NA,0.142857143,1,2,1,"Fiske, P., and J. A. K_l_s. 1995. Mate sampling and copulation behaviour of great snipe females. Anim. Behav. 49:209_219."
690,snipe_sexual_weighted,snipe_fiske_sexual_network_1992.graphml,Aves,Gallinago,media,FE_mating,fluid exchange occurs,frequency,"Gavalia, Norway",free-ranging,mark recapture,7 weeks,N/A,N/A,sex,FALSE,5,15,10,0.095,3,1.333,0.596,0.447,1.992,1.6,1.083,0.677,1.2,0.6,0.5,4,-0.111,0.009,0.016,0.054945055,0.009,0.016,0.054945055,0,0,0,0.219,0.469,0.467,0.300075019,2,2.5,3,"Fiske, P., and J. A. K_l_s. 1995. Mate sampling and copulation behaviour of great snipe females. Anim. Behav. 49:209_219."
691,snipe_sexual_weighted,snipe_fiske_sexual_network_1993.graphml,Aves,Gallinago,media,FE_mating,fluid exchange occurs,frequency,"Gavalia, Norway",free-ranging,mark recapture,7 weeks,N/A,N/A,sex,FALSE,3,6,3,0.2,1,1,0,0,NA,1,0,0,1,0,0,1,nan,0,0,0,0,0,0,0,0,0,0,0,NA,0.333333333,1,2,1,"Fiske, P., and J. A. K_l_s. 1995. Mate sampling and copulation behaviour of great snipe females. Anim. Behav. 49:209_219."
692,squirrel_monkey_sexual_weighted,squirrel_mokey_boinkski_sexual_network.graphml,Mammalia,Saimiri,oerstedii,FE_mating,fluid exchange occurs,frequency,Costa Rica,free-ranging,mark recapture,11 months,N/A,focal follow/ad libitum,"sex, age group",TRUE,1,18,20,0.131,13,2.222,2.719,1.224,4.066,3,4,1.333,1.35,0.572,0.424,19,-0.583,0.076,0.205,0.902573529,0.076,0.206,0.897058824,0,0,0,0.338,0.638,0.53,0.700070007,4,4.5,4,"Boinski, S. 1987. Mating Patterns in Squirrel Monkeys (Saimiri oerstedi): Implications for Seasonal Sexual Dimorphism. Behav. Ecol. Sociobiol. 21:13_21."
693,cricket_rost_sexual_weighted,cricket_rost_sexual_network.graphml,Insecta,Gryllus,campestris ,FE_mating,fluid exchange occurs,unweighted,"Lake Constance, Radolfzell",free-ranging,mark recapture,5 months,N/A,4 hours,sex,FALSE,3,21,18,0.086,7,1.714,1.385,0.808,3.101,2,1.952,0.976,1.167,0.5,0.428,9,-0.387,0.041,0.086,0.342105263,0.041,0.086,0.342105263,0,0,0,0.476,0.63,0.756,0.61121298,3,4.666666667,6,"Rost, R., and H. W. Honegger. 1987. The timing of premating and mating behavior in a field population of the cricket Gryllus campestris. Behav. Ecol. Sociobiol. 21:279_289."
694,howler_sexual_weighted,howler_monkey_oklander_sexual_network_spring1.graphml,Mammalia,Alouatta,caraya ,FE_mating,fluid exchange occurs,frequency,Paraguay,free-ranging,mark recapture,14 months,N/A,focal follow/ad libitum,"sex, age class, group, focal hours, male rank, male dominance, number of copulations",TRUE,1,4,3,0.5,2,1.5,0.5,0.333,0,2.5,1.118,0.447,1.667,0.471,0.283,4,-0.5,0.333,0.333,0.666666667,0.333,0.333,0.666666667,0,0,0,0.167,0.5,0.334,0.666666667,2,2,3,"Oklander, L. I., M. Kowalewski, and D. Corach. 2014. Male reproductive strategies in black and gold howler monkeys (Alouatta caraya). Am. J. Primatol. 76:43_55"
695,howler_sexual_weighted,howler_monkey_oklander_sexual_network_summer.graphml,Mammalia,Alouatta,caraya ,FE_mating,fluid exchange occurs,frequency,Paraguay,free-ranging,mark recapture,14 months,N/A,focal follow/ad libitum,"sex, age class, group, focal hours, male rank, male dominance, number of copulations",FALSE,2,7,5,0.238,3,1.429,0.728,0.509,2.219,3.714,2.433,0.655,2.6,1.744,0.671,8,-0.316,0.076,0.126,0.333333333,0.076,0.126,0.333333333,0,0,0,0.219,0.469,0.467,0.599820054,2,2.5,3,"Oklander, L. I., M. Kowalewski, and D. Corach. 2014. Male reproductive strategies in black and gold howler monkeys (Alouatta caraya). Am. J. Primatol. 76:43_56"
696,howler_sexual_weighted,howler_monkey_oklander_sexual_network_autumn.graphml,Mammalia,Alouatta,caraya ,FE_mating,fluid exchange occurs,frequency,Paraguay,free-ranging,mark recapture,14 months,N/A,focal follow/ad libitum,"sex, age class, group, focal hours, male rank, male dominance, number of copulations",FALSE,2,8,6,0.214,2,1.5,0.5,0.333,0,3.25,1.854,0.57,2.167,1.213,0.56,7,-0.5,0.048,0.048,0.095238095,0.048,0.048,0.095238095,0,0,0,0.167,0.5,0.334,0.333333333,2,2,3,"Oklander, L. I., M. Kowalewski, and D. Corach. 2014. Male reproductive strategies in black and gold howler monkeys (Alouatta caraya). Am. J. Primatol. 76:43_57"
697,howler_sexual_weighted,howler_monkey_oklander_sexual_network_winter.graphml,Mammalia,Alouatta,caraya ,FE_mating,fluid exchange occurs,frequency,Paraguay,free-ranging,mark recapture,14 months,N/A,focal follow/ad libitum,"sex, age class, group, focal hours, male rank, male dominance, number of copulations",TRUE,1,11,11,0.2,3,2,0.603,0.302,0,3.818,1.992,0.522,1.909,0.996,0.522,7,-0.65,0.24,0.209,0.6,0.269,0.229,0.622222222,0,0,0,0.393,0.483,0.814,0.909090909,2,5.5,7,"Oklander, L. I., M. Kowalewski, and D. Corach. 2014. Male reproductive strategies in black and gold howler monkeys (Alouatta caraya). Am. J. Primatol. 76:43_58"
698,howler_sexual_weighted,howler_monkey_oklander_sexual_network_spring2.graphml,Mammalia,Alouatta,caraya ,FE_mating,fluid exchange occurs,frequency,Paraguay,free-ranging,mark recapture,14 months,N/A,focal follow/ad libitum,"sex, age class, group, focal hours, male rank, male dominance, number of copulations",FALSE,3,8,5,0.179,2,1.25,0.433,0.346,1.76,2.5,1.581,0.632,2,1.095,0.548,6,-0.667,0.012,0.021,0.047619048,0.012,0.021,0.047619048,0,0,0,0,0,NA,0.4,1,3,2,"Oklander, L. I., M. Kowalewski, and D. Corach. 2014. Male reproductive strategies in black and gold howler monkeys (Alouatta caraya). Am. J. Primatol. 76:43_59"
699,junglefowl_sexual_weighted,junglefowl_mcdonald_sexual_network_group1.graphml,Aves,Gallus,gallus,FE_mating,fluid exchange occurs,frequency,"Wytham, UK",captive,captive observation,10 days,N/A,focal follow/ad libitum,"sex, male reproductive success, male mating success, male average partner fecundity, paternity share and sperm competition intensities, male age, male average aggression, male remating rate",TRUE,1,21,74,0.352,11,7.048,2.535,0.36,-0.938,18.476,9.825,0.532,2.622,2.071,0.79,43,-0.381,0.044,0.037,0.161093461,0.063,0.06,0.211422174,0,0,0,0.103,0.616,0.167,0.486460191,3,7,4,"McDonald, G. C., L. G. Spurgin, E. A. Fairfield, D. S. Richardson, and T. Pizzari. 2017. Pre- and postcopulatory sexual selection favor aggressive, young males in polyandrous groups of red junglefowl. Evolution 71:1653_1669."
